,tweets_VERB
5695,Tengo tan mala suerte q seguro en estos mosquitos anda el zika entreverado
5696,Erradicar a mosquitos que expanden zika podría requerir uso de mosquitos modificados genéticamente: OMS #FOROtv6año https://t.co/FTqaZpfjQE
5697,"Aprendiendo de Salud Diez consejos para protegernos del virus del Dengue, el Zika y la Fiebre Chikungunya - LA ... https://t.co/QCqGtTZdRX"
5698,Prevenir el Zika y otras infecciones transmitidas por mosquitos no es difícil: https://t.co/gppO6tBb0b
5699,Anda un mosquito en mi cuarto y tengo más miedo que si anduviera un alacrán :S mendigo #Zika
5700,Harán pruebas con mosquitos modificados para erradicar virus zika https://t.co/XXgCxq74gl
5701,"Vigilar las aguas estancadas, una medida para controlar el mosquito que transmite el Zika - Noticias | iAgua https://t.co/2F57tE0cHd"
5702,tengo fiebre hace 3 días... creo  q me picó un mosquito con virus Zika....
5703,"Tengo 77 picaduras de mosquitos. Todas de la rodilla para abajo. Ya debo tener zika, zoka, zuka y la reputa madre que los re mil pario"
5704,Evalúan mosquito modificado contra zika - La Verdad de Tamaulipas - INTERNACIONAL https://t.co/90vWOKZCJS
5705,Usarán 'mosquitos transgénicos' para combatir el virus del Zika https://t.co/3v2I9jm1H0 #NoticiasBo
5706,Usarán 'mosquitos transgénicos' para combatir el virus del Zika https://t.co/VxKgOigpU8 https://t.co/zz0Gt2E9Ic
5707,"Búscanos Hoy en la PRENSA, no le des chance al Mosquito transmisor del Zika, Dengue y Chikungunya. https://t.co/aGJw33EpWk"
5708,Redoblaremos esfuerzos para evitar la propagación del mosquito del #Zika: @nsescobedo01 con @IvanMercadoNews https://t.co/WgX6EOSbpO
5709,"Presentan iniciativas para combatir el mosquito transmisor del dengue, zika y chikungunya https://t.co/sFB3OMAjQz"
5710,Modifican ADN de mosquitos propagadores del Zika https://t.co/AofNpaVFAC
5711,Tengo zika por los mosquito Petes estos
5712,Puede que el mejor modo de acabar con el virus zika sea exterminar a los mosquitos como es… https://t.co/gWpyenqM7M https://t.co/tz6qXIQUlw
5713,Recuerde que una medida de prevención y protección contra el #Zika es el control de criaderos del mosquito Aedes aegypti #FSFB #CombateAedes
5714,Ayude a controlar los mosquitos. #Mosquitoes #Zikavirus https://t.co/K0hZ7aFKnW
5715,"Evita picaduras de mosquitos, usa repelente de insectos. Puedes prevenir el #ZIKA https://t.co/mAHQBGG0wf https://t.co/II7tjwi7ft"
5716,"quiero que me pique un mosquito, morirme x el zika y encarnecer en el gato de ruben y q me toque con esa mano vvvenoooossssa"
5717,"Tengo todas las piernas picadas por mosquitos, el zika siempre estuvo cerca."
5718,Leyendo: Máximo apoyo a campaña epidemiológica contra el Aedes https://t.co/rTc21nJSHT #cuba #saludpublica #mosquito #zika #aedesaegypti
5719,Revisa y comparte esta información sobre las enfermedades transmitidas por mosquitos #Zika #Dengue y #Chikungunya https://t.co/Zzr9Gj2MCB
5720,Creo que el mosquito del zika pic? a la mam? del mashi cuando estaba embarazada.  No encuentro otra explicaci?n a tan poco cerebro :(
5721,Sabías que:  Un factor importante para no estar enfermo por el VIRUS ZIKA es eliminar los  mosquitos y sus... https://t.co/DLFWrpNRdh
5722,Tengo un mosquito ronroneándome que tiene que contagiar él Zika como poco!
5723,Aprendiendo de Salud Nuevo León invertirá 138 mdp para combatir mosquito de Zika - Azteca Noticias https://t.co/Tw2l802eZ2
5724,"Eliminando el mosquito transmisor del dengue, chikungunya y zika podemos reducir el riesgo de infección: https://t.co/L3hloV3mZf"
5725,Aplícate algún repelente contra insectos. ¡Protégete contra el mosquito que provoca #Dengue #Chikungunya y #Zika! https://t.co/56QV725qUX
5726,Aplícate algún repelente contra insectos. ¡Protégete contra el mosquito que provoca #Dengue #Chikungunya y #Zika! https://t.co/PulPF4ShLn
5727,"Combatamos al mosquito transmisor del Zika, Dengue y Chikungunya. Cómo hacerlo y cómo saber si estás infectada. https://t.co/kXNh4sWVB1"
5728,Parece que alguien se confundio de víctima. Conmigo no mosquitou #dengue #Zika https://t.co/fWwgT7RvGy
5729,Quisiera saber uno de cada cuántos mosquitos tiene Dengue o Zika. Me picaron 7.
5730,"Oye delincuente, eres peor que el mosquito del Zika. Nadie te quiere cerca. ¡CHALLAPALCA TE ESPERA! https://t.co/b2HJ8n8JwI"
5731,Evita el contacto con el mosquito de #Chikungunya #zika #dengue https://t.co/0Ly4PNPFIg https://t.co/aYZX97fCzh https://t.co/jqqXAENH3h
5732,Mantén lejos a los mosquitos y los males que transmiten #Chikungunya #dengue #zika https://t.co/0Ly4PNPFIg https://t.co/TyACtx8xcJ
5733,Cepilla y tapa bien los tanques para evitar la proliferación del mosquito #Zika https://t.co/abv6MbqBM7
5734,"Confirman las autoridades de salud dos casos de #Zika en Guerrero, no olviden utilizar repelente y eliminar los criaderos de mosquitos"
5735,"dejé la ventana abierta y ya me picaron veinte mosquitos, zika ya te siento"
5736,Dicen que el zika salió de unos mosquitos de aedes aegypti transgénicos en Brasil. #7Dias
5737,Controlar el virus Zika pasa por controlar al mosquito https://t.co/oyhqqtjA3A
5738,"Tengo un mosquito dando vueltas en mi habitacion, es el zika 😂"
5739,"Tengo al Dengue, al zika, al chukungunya todos en la pieza, mosquitos de mierdaaaaa"
5740,#SabíasQue Los #mosquitos adquieren el virus cuando pican a una persona infectada con #Zika @SSalud_mx https://t.co/HKiFV09Kyc
5741,Necesito todo ese humo en mi cuarto para espantar a los mosquitos y que no me de zika 😞
5742,"Vigilar las aguas estancadas, una medida para controlar el mosquito que transmite el Zika - Noticias | iAgua https://t.co/B5ORkva4sO"
5743,Tiene más carne un mosquito del ZIKA que Taylor Swift #GRAMMYs #GrammysEnTNT
5744,Entraron 3 mosquitos sin pedir permiso a mi habitacion. #Zika
5745,"tengo más ronchas d mosquitos q no se si es el dengue, el zika o las dos cosas"
5746,Controlar el virus Zika pasa por controlar al mosquito https://t.co/eA2vbarAzm
5747,Controlar el virus Zika pasa por controlar al mosquito https://t.co/RWfO5wo9te
5748,tengo 84 picaduras de mosquito en cada pierna zika eres tú ¿?
5749,"Vigilar las aguas estancadas, una medida para controlar el mosquito que transmite el virus Zika https://t.co/vI1VvHIpwu"
5750,Controlar el virus Zika pasa por controlar al mosquito https://t.co/vqzXuIqv7o
5751,Puede que el mejor modo de acabar con el virus zika sea exterminar a los mosquitos como especie https://t.co/Wnr4B8s8tD via @magnet_es
5752,"Detener el zika podría requerir insectos modificados, según la ONU: Erradicar a los mosquitos que expanden el ... https://t.co/KmG55NtGxc"
5753,"ayuden en el combate al Aedes aegypti, mosquito transmisor del dengue, zika y chikungunya entre otras enfermedades."
5754,Sigue estas recomendaciones para protegerte del Zika. Campaña de @Capitalsalud por una #BogotáMejorParaTodos https://t.co/uBJZROa2SL
5755,"Vigilar las aguas estancadas, una medida para controlar el mosquito que transmite el Zika https://t.co/96wQroFDbU vía @iAgua"
5756,Erradicar a los mosquitos que expanden el #zika podría requerir el uso de mosquitos modificados genéticamente: OMS https://t.co/bm1NlV6UtO
5757,Mantenemos los espacios limpios a fin de eliminar los focos de reproducción del mosquito transmisor del Zika https://t.co/bKxFzJtLFP
5758,Realizan trabajos para prevenir la proliferación del mosquitos transmisor del zika https://t.co/pMGFKhOBfy https://t.co/PlAj8wt7Ev
5759,"Detener el zika podría requerir insectos modificados, según la ONU: Erradicar a los mosquitos que expanden el ... https://t.co/2JYuKeU570"
5760,Eliminaron más de 3 mil 450 criaderos de mosquitos en plan contra el Zika en #Barinas @DirSaludBarinas @MPPSalud_Vzla @ExclusivaEnWeb
5761,"Evita la proliferación del mosquito transmisor del Zika, preserva tus espacios limpios https://t.co/BSw3r3QcDi"
5762,Mantenemos espacios limpios a fin de eliminar los focos de reproducción del mosquito transmisor #Zika @AlfreditoDiaz https://t.co/lzL3OKuG3T
5763,Estudian comportamiento de mosquitos para combatir el #zika https://t.co/fsmxC76SrX  #SiTeLoPerdiste https://t.co/gYHUDX5pPA
5764,veo un mosquito y ya pienso que es un dengue o el del zika
5765,Sancionarán a quienes tengan criaderos de mosquistos: Aunque el zika en Panamá se mantiene concentrado en Guna... https://t.co/G2efyH5E5T
5766,@alcaldiamarino limpia espacios para eliminar los focos de reproducción del mosquito transmisor #Zika @AlfreditoDiaz...
5767,"Conoce como prevenir picaduras de mosquitos, juntos contra el dengue, chinkungunya y el zika. #ComunidadEnAcción https://t.co/ZAZEO7h4jg"
5768,"Podemos. Pero, ¿y si decidiéramos extinguir el mosquito del #Zika con edición genética? https://t.co/e1Twl7A66g https://t.co/hrxqlGOXSY"
5769,Alertan de que el mosquito transmisor del virus Zika ya se encuentra en España https://t.co/dQ3vcrgAaV
5770,#TomemosConciencia y eliminemos los criaderos del mosquito. Evitemos ser infectados con el Zika. #Panama #RT https://t.co/QUIMtBkgAh
5771,CRIAR MOSQUITOS PORTADORES DEL ZIKA PARA ACABAR CON LA ENFERMEDAD https://t.co/uzYtj6sQ7C
5772,Crían mosquitos portadores del Zika para acabar con la enfermedad: https://t.co/nxVTRBEnCb esperemos que aquí copien esta idea
5773,"#SabíasQue El virus de #Zika es un virus emergente transmitido por mosquitos que se identificó por vez primera en Uganda, en el año de 1947."
5774,Intensifican Medidas de Prevención Para Erradicar el Mosquito Portador del  Zika - https://t.co/hRLwjhkLuX https://t.co/2TLjrbDwlF
5775,Revelan los 6 sitios donde se hallaron mosquitos transmisores del Zika en Cochabamba. https://t.co/6wvyEVozmt
5776,Erradicar a los mosquitos que expanden el virus del zika por las Américas podría requerir el empleo de métodos... https://t.co/pcej9aVPJ8
5777,Descubren planta en #Brasil que mata las larvas del mosquito transmisor del #dengue y #zika https://t.co/TgH6O17OWI https://t.co/jc4Epc5IRC
5778,Tengo miedo q me pique el dengue chikungunia zika mosquito aedes aeshipti JAJAJAJAJAJA
5779,Descubren una planta brasileña que mata las larvas del mosquito transmisor del dengue y zika | Spanish.xinhuanet.comhttp://spanish.xinhuanet
5780,"Recuerda: En muchos países siguen los brotes #dengue y #chikungunya, que son transmitidos por el mismo mosquito Aedes que el virus #Zika."
5781,Revelan los 6 sitios donde se hallaron mosquitos transmisores del zika en Cochabamba https://t.co/kLE7xS7HIN
5782,Prevenir y protegerte es nuestra misión. Sigue estas recomendaciones para evitar el contagio del virus #Zika. https://t.co/eyn1JH8v0I
5783,Erradicar a mosquitos que expanden zika podría requerir uso de mosquitos modificados genéticamente: OMS #FOROtv6años https://t.co/XiWYg239Fo
5784,"Tengo 745.832 picaduras de mosquito! Si no me agarra dengue, zika (y/o derivados) no me agarra mas!! Q hijos de pitiiii"
5785,Estudian comportamiento de mosquitos para combatir el #Zika. https://t.co/VI2CuCU9uL
5786,"Vigilar las aguas estancadas, una medida para controlar el mosquito que transmite el Zika - Noticias | iAgua https://t.co/reBNqFmnNE"
5787,Encuentran virus del zika en cerebros de bebés. Mejor ponte #MoscaConLosMosquitos https://t.co/pBhTHcOg8P
5788,"PREVIENE INFECCION DE LA PICADURA del MOSQUITO zica, chikungunya , malaria,dengue.Baja la carga viral de la infeccion en -1h regenerando la."
5789,"Elimina los criaderos de mosquitos y evita que se propague el Zika, dengue y chikungunya #AlMosquitoNiAgua https://t.co/p8CIuqRfOa"
5790,#tips para evitar la #picadura del #mosquito  / #zika #chicunguya y #dengue  https://t.co/qmP0qlEXI1
5791,Sepa cómo protegerse del Zika con este repelente casero y fácil de preparar (+receta) https://t.co/4XGWlGaA6K
5792,"@petitpejarl le ha picao el mosquito del zika pero al revés, le crece la almendra."
5793,Hallan criaderos del mosquito que transmite zika en Cochabamba  https://t.co/VQfoTmlyZi
5794,"Combatamos al mosquito transmisor del Zika, Dengue y Chikungunya. Cómo hacerlo y cómo saber si estás infectada. https://t.co/DAShyN2m4K"
5795,"Sepa qué características tiene el mosquito transmisor del #zika, chikungunya y dengue https://t.co/Dgkk2ummGa https://t.co/mrhiMg6giZ"
5796,Prevenga el #Zika y otras enfermedades transmitidas por el mosquito con estas recomendaciones. ► https://t.co/ZnaZJYtAhj
5797,Crearán #mosquitos 'Terminator' contra el #zika https://t.co/e8DBgatfZS https://t.co/Fdmjah0CmS
5798,Observa bien cuando te acerque un mosquito o anda por tu casa si tiene la pata blanca es el transmisor del Zikavirus https://t.co/em6MzFxnEJ
5799,Lee un poco más sobre el mosquito tigre y virus Zika #transmisión #síntomas #prevención https://t.co/C8m4YFrXjM
5800,Conozca el mosquito que transmite Zika---&gt; https://t.co/x0Bz3tGeRG @WHO @CDCespanol
5801,Aconsejan evitar posibles criaderos de mosquitos en España frente al virus zika: ... continen... https://t.co/i1GJeGLhie #controldeplagas
5802,@Thabatica  si el chavismo hubiese sido creado como un mosquito seria el papa del Zika.
5803,Depende de nosotros mantener los mosquitos  a raya  evitemos el zika eliminemos los criaderos
5804,Evita el Zika eliminando los posibles criaderos de mosquitos y protegiéndote de picadas #MirandaPreventiva https://t.co/DBDeLv4KDy
5805,"Ten en cuenta las siguientes recomendaciones para protegerte del Zika, no pongas en riesgo tu salud y la de tu... https://t.co/bWrZA52KV0"
5806,Escribo una nota sobre el zika y se me posa un mosquito en la mano. Casualidad? no lo creo.
5807,Crean mosquito modificado genéticamente para prevenir el zika https://t.co/XphoagVL4W
5808,Detectado otro mosquito que trasmite el zika https://t.co/03VyAJhCf0
5809,Tengo toda la espalda picada fácil 20 mosquitos me picaron esperó que no me allá picado el zika
5810,Creo que a Patricio Parodi lo picó un mosquito infectado por eso la tiene ZIKA
5811,"Pablemos es como el mosquito del Zika, como te pique con su comunismo los hijos te salen con el cerebro pequeño, como los podemitas."
5812,Refuerzan medidas para evitar zika en #Guerrero. Objetivo es erradicar los criaderos de la larva del mosquito. https://t.co/w7lYTuFlaJ
5813,Detectado otro mosquito que contagia el Zika | Todos los contenidos | https://t.co/grLS13cDhX | 30.01.2016 https://t.co/yIvKQQN2v4
5814,"Mataré a cada mosquito como si fueran portadores del dengue, zika o lo que fuere.. #noaladiscriminación"
5815,"Perdonen mi ignorancia inexcusable, que mosquito transmite el virus del ZIKA? 😒"
5816,quiero ser el mosquito que te inyecte el zika
5817,Resulta q la empresa q propone solucionar la epidemia del zika con mosquitos modificados liberó mosquitos modificados en 2015 en Brasil...
5818,Quieren modificar un mosquito para combatir el zika. Yo ya no sé que les pasa
5819,"Escuche un mosquito, tire MUCHO raid, GRITE : 'MUERE ZIKA, MUEREEEE'. por dentro pensé, tendría que retomar con mis secciones de psico 😨"
5820,Contribuye con la eliminación de recipientes o depósitos de agua en donde  pudieran reproducirse el Mosquito Zika. https://t.co/cWh4VWyBmm
5821,"Protégete de la picadura de mosquitos, el virus Zika está asociado a complicaciones como la microcefalia. https://t.co/FmQ4p0GTD6"
5822,Crean mosquito modificado genéticamente para prevenir el zika https://t.co/0YqA2Up7rV
5823,"Creo que con todos los mosquitos que me picaron, si no me agarra dengue o zika, voy a ser inmune toda la vida"
5824,Deberias morirte enserio😣😣😣 *Ojala te de zika* *Eso no se pega asi* *que los mosquitos te dejen sin sangre*
5825,"@JuanceteGG esos que son tipo mosquitos, pero más flaquitos. Creo que no pican. Mañana me levanto con dengue y zica y esa chikunguña"
5826,Echa un vistazo a este nuevo artículo acerca de los virus se propagó a través de mosquito. Virus Zika fue... https://t.co/eEMIcjFI2I
5827,#SabíasQue el #Zika se transmite por mosquitos portadores del virus: @fedeling #OpiniónLSR https://t.co/UrukS0r9vs https://t.co/oo2yyTsQSi
5828,"Encontrar al mosquito del zika, casa por casa https://t.co/CSxmzADdrg https://t.co/XNnb0xfKNl"
5829,Morir de calor o abrir la ventana y que te pique un mosquito con virus zika 😢
5830,"Veo un mosquito y flasheo, dengue y zika todo junto"
5831,"Tengo todas las piernas picadas por mosquitos y hace 3 dias estuve en Brasil, soy el candidato numero 1 a tener Zika"
5832,Veo muchas alarmas por el virus del zika y aún nada que un maldito mosquito pica.
5833,Detectado otro mosquito que trasmite el zika https://t.co/YpPvWNOT33 vía dw_espanol
5834,"#SabíasQue El virus del Zika, es transmitido por el mosquito “Aedes Aegipty' https://t.co/1RcLuJuG4E"
5835,"Tengo unas inmensas ganas de estar en la playa, luego recuerdo que por lo general hay mosquitos y puedo morir por el Zika y se me pasa 😏"
5836,Ver un mosquito pensar automáticamente en  el ZIKA y ponerse 3 kg de repelente #Exageracion
5837,Tengo que dormir tapada aunque hagan 67 grados xq sino amanezco violada x los mosquitos y con dengue zika y la concha de tu vieja
5838,"Protégete de la picadura de mosquitos, el virus Zika está asociado a complicaciones como la microcefalia. https://t.co/fim6B5ljha"
5839,Llaman a embarazadas de Atacama a posponer viajes a zonas con presencia del mosquito de “Aedes” | NOSTÁLGICA FM https://t.co/R48iYWE2Hk
5840,Necesitamos un nuevo hit musical al ritmo del tribal o reguetón que nos diga como protegernos contra el ZIKA
5841,Combatir Para el mosquito del dengue/zika /chicungunya lo mejor es: Tener agua estancada ... https://t.co/2wy2FAXuB8 https://t.co/tlclHjU5PV
5842,Aconsejan evitar posibles criaderos de mosquitos en España frente al virus zika https://t.co/6ETBWFC6Y7
5843,Examinarán los mosquitos de #NY por precación ante el #zika https://t.co/nkqdL4TKhS
5844,@normandoh Buen día Normando podrían abundar en sus noticias un pedido de fumigacion en el área de Caguas para el mosquito del zika.
5845,Aconsejan evitar posibles criaderos de mosquitos frente al virus #zika https://t.co/IZ1JAOdvVk vía @ConSalud_es https://t.co/Qc8ZS2NkY2
5846,Usar repelentes para evitar picaduras del mosquito que transmite el zika https://t.co/XpbFuR6OTf #España
5847,#CONSEJOS | ¿Cómo protegerse contra el virus #Zika? ¡Te lo contamos! https://t.co/sWGEA2M5aZ https://t.co/eu4E7jtBoq
5848,Usar repelentes para evitar picaduras del mosquito que transmite el zika | Diario Público https://t.co/NgfSwXKuY4
5849,Crean mosquito modificado genéticamente para prevenir el zika https://t.co/nozCwqfkyC
5850,Usar repelentes para evitar picaduras del mosquito que transmite el virus Zika https://t.co/h2vGsr2vmX https://t.co/E2LIHFxBds publico_es
5851,Examinarán los mosquitos de Nueva York por precaución ante la propagación del zika https://t.co/XlujPH54Wf
5852,"Encontrar al mosquito del zika, casa por casa https://t.co/mWEVKbE5Fr vía @el_pais"
5853,Aconsejan evitar posibles criaderos de mosquitos en España frente al virus zika https://t.co/csiAdRpRVo https://t.co/Qdtt1WES14
5854,Usar repelentes para evitar picaduras del mosquito que transmite el zika https://t.co/wYLKHQ2eHZ
5855,Conoce qué es la microcefalia” El Zika y su relación con mosquitos modificados genéticamente https://t.co/Bbhodow1yz https://t.co/qeGekFDNiF
5856,Examinarán los mosquitos de Nueva York por precaución ante la propagación del #Zika &gt;&gt;&gt; https://t.co/KpZ4sOZhbj https://t.co/I1ggL9eEA7
5857,Examinarán mosquitos de NY por precaución ante propagación del zika  https://t.co/d6sHc8sAjN #EEUU via @SoyBuhola
5858,Examinarán mosquitos de #NuevaYork por precaución ante propagación del #Zika  https://t.co/HHhzvJUyUG https://t.co/qZjYezJm85
5859,Llevará media vida el mosquito zika por esos mundos d dios y en cuanto se detecta 1 caso cercano la OMS declara emergencia sanitaria global.
5860,"TRANSMITE EL MISMO VECTOR DEL DENGUE Y LA CHIKUNGUNYA El virus zika, otra amenaza del mosquito Aedes aegypti."
5861,Examinarán los mosquitos de Nueva York por precaución ante la propagación del zika https://t.co/Nkor8hfYEJ https://t.co/RYFJcBgp7q
5862,"#SabíasQue El virus del Zika, es transmitido por el mosquito “Aedes Aegipty' https://t.co/xqHt11MToj"
5863,"Realizarán Hackatón para erradicar mosquito propaga dengue, chikungunya y zika https://t.co/lbH7AMPc9q https://t.co/BOePhLJdnc"
5864,"#zika si un mosquito que le picó, pica a 1 embarazada, provoca alteración neurológica que significa microcefalia en el bebé (dra. Galarza)"
5865,Descubre 10 formas de protegerte del virus del zika en nuestro vídeo del día. #VivaLaMañana
5866,"Ayude a prevenir el ZIKA, eliminando los criaderos de mosquitos,si guarda agua debe tapar el contenedor. https://t.co/yMZw3dE0el"
5867,Examinarán los mosquitos de Nueva York por precaución ante la propagación del zika https://t.co/9wlXkBghme
5868,Detectado otro mosquito que trasmite el zika https://t.co/j4U8SS76SI
5869,Examinarán los mosquitos de Nueva York por precaución ante la propagación del #zika https://t.co/8YnMItzuDZ https://t.co/Exx4Nvd1oH
5870,"Llegué a #argentina 2001 y #corralito, #japón 2011 y #tsunami ahora en #brasil #zika #mosquito plaga. Llevando suerte por el #mundo"
5871,"imaginate que te agarre zika, dengue, fiebre chikungunya y fiebre amarilla al mismo tiempo por que te picaron 4 mosquitos alta muerte subita"
5872,"Tenemos 121 casos en México, y 168 localidades en las que tiene mayor cuidado de la presencia del mosquito que transmite zika: @_MJuan_"
5873,"Tenemos 121 casos en México, y 168 localidades en las que tiene mayor cuidado de la presencia del mosquito que transmite zika: @_MJuan_"
5874,Detectado otro mosquito que trasmite el zika https://t.co/dRApC26ezx vía @dw_espanol
5875,Examinar lago en Parque de Costa del Este como criadero de los muchos MOSQUITOS del area. #Zika @raisabanfield @jblandonc @mauidesaint
5876,Eliminando los criaderos de mosquitos podemos prevenir y combatir estas enfermedades. #ZikaVirus #Dengue https://t.co/VnG25EQaG2
5877,@elapestado la mayor incidencia de Zika bien puede explicarse por el mayor # de mosquitos debido al incremento de lluvias por El Niño
5878,Piden traer esos mosquitos modificados genéticamente de Brazil para combatir el Zika pero y si se dedican a chupar y bacilar como Texeira?
5879,"Realizarán Hackatón para erradicar mosquito propaga dengue, chikungunya y zika https://t.co/EZ9OJw0Q1C"
5880,Urge en Carabobo medidas de emergencia para hacerle frente al mosquito que está propagando el Zika #Zika
5881,"Prevenir el Virus del Zika: Elimina criaderos de mosquitos,Tapa y desinfecta los depósitos de agua y usa repelente. https://t.co/3qsi57Nct5"
5882,Elimina los criaderos de los #mosquitos y disminuye la posibilidad de tener #zika https://t.co/YG5Xtr1iJ5
5883,"@juancumbemaldo, #MoscaConLosMosquitos te invita a que veas este video y a que conozcas más sobre el zika https://t.co/qPPzXr1jH5"
5884,"Inicia programa de reitero y destrucción de neumáticos para evitar el mosquito del dengue, chinkungunya y ahora zika https://t.co/OugYAxiqWM"
5885,Aconsejan evitar posibles criaderos de mosquitos en España frente al virus zika ConSalud.es https://t.co/UnIGbNZgsY
5886,Adoptar medidas para evitar las picaduras de mosquitos es la forma más efectiva de prevenir el virus Zika https://t.co/HulGNH2PH5
5887,Ver un mosquito y reaccionar como si fuera dengue con zika 😱
5888,@marcotperalta Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5  #MoscaConLosMosquitos
5889,Reconsiderar el uso del DDT para luchar contra el mosquito es muy peligroso. #Toxicología https://t.co/xD5OTthDJ6 https://t.co/BChI0PHOgi
5890,Examinarán mosquitos de #NewYork por precaución ante propagación del #zika  https://t.co/HHhzvJUyUG https://t.co/8I1jbx09On
5891,Recordemos: El #Dengue y #Zika son transmitidas por el mosquito Aedes aegypti y entre todos podemos combatirlo #LaraSaludable
5892,"Conoce todo acerca del Zika, no hagas parte de esta epidemia. #MoscaConLosMosquitos @MoscaMosquitos https://t.co/Q5vIxhsoaq"
5893,@margarreta A ponernos #MoscaConLosMosquitos y a informarnos muy bien sobre el zika para prevenirlo https://t.co/qPPzXr1jH5
5894,Tengo una amiga muy paranoica a la que le pico un mosquito y con solo verlo ya se autodiagnostico zika. Te amo igual @stefidaita
5895,@andrusep A ponernos #MoscaConLosMosquitos y a informarnos muy bien sobre el zika para prevenirlo https://t.co/qPPzXr1jH5
5896,"Detectan mosquitos portadores de zika en el aeropuerto de Sidney, en Australia https://t.co/BCqg08SSZs https://t.co/V3xkWr7Wea"
5897,@OrlandoCast12 #MoscaConLosMosquitos te invita a que veas este video y a que conozcas más sobre el zika https://t.co/qPPzXr1jH5
5898,Aconsejan evitar posibles criaderos de mosquitos en España frente al virus zika https://t.co/14KBpdlyR3 vía @ConSalud_es
5899,Examinarán los mosquitos de Nueva York por precaución ante la propagación del zika &gt;&gt; https://t.co/1ZlpU49FYX
5900,INDICAN A EMBARAZADAS A TOMAR PRECAUCIÓN CONTRA EL ZIKA #México #Mosquito #Salud #NotiRey… https://t.co/gzZSl6SpWc https://t.co/CT6DU9DHji
5901,Evita los mosquitos y 10 consejos para prevenir el Zika https://t.co/mjJKNOEo2N
5902,"Detectan mosquitos portadores de zika en el aeropuerto de Sidney, en Australia https://t.co/lilIOUw089"
5903,Advierten que piscinas portátiles pueden incubar mosquito que transmite dengue y zika https://t.co/ZY5DtA7CPP https://t.co/oeTU4YbaQj
5904,Crean mosquitos genéticamente modificados para erradicar el virus del Zika &gt;&gt; https://t.co/O47mmm3NPo
5905,"Conoce todo acerca del Zika, no hagas parte de esta epidemia. #MoscaConLosMosquitos @MoscaMosquitos https://t.co/ul27oKNvEt"
5906,Dice @AndreaLegarreta que el mosquito que trae la enfermedad Zika.. no afecta nada a México.. porque aquí tenemos 'Raid™ Casa y Jardín'
5907,Estoy en el campo con 4 ojos gracias a los mosquitos del Zika
5908,Suplementar altas dosis vitaminas B aleja mosquitos zika ;en forma de alimentos no los aleja https://t.co/QVU3RELVuw https://t.co/zfwOcy3aRV
5909,Llego el #Zika a Chilito? Se va a coludir con otros mosquitos
5910,"Evita la reproducción de mosquitos. Son transmisores de enfermedades peligrosas como dengue, chikungunya y zika. https://t.co/gc7GqPSztd"
5911,"Llega el Zika a Chile, lo bueno es que no tenemos el mosquito que lo porta ni se transmite entre humanos https://t.co/zCzU78Jazl"
5912,descubren containers en el norte llenos de mosquitos portadores del zika
5913,"Tomar alta dosis de un buen suplemento vitaminas B ayuda anti picadas mosquitos zika , chikungunya y dengue CLIC https://t.co/kZ1p9eREgG"
5914,"@echepalla Olvidé sacar el pantallazo, era una entrevista al mosquito que transmite el zika."
5915,"Leer sobre mosquitos alienigenas, inmediatamente pensar en el zika, gracias Gintama"
5916,"Evite el contagio del Zika, #Denunciecriaderos de mosquitos y ponga en práctica estas recomendaciones. https://t.co/aHoXNvKeG2"
5917,"Preocúpense cuando entre al país un mosquito portador del Zika, ahí sí que queda la cagá https://t.co/IHbevNOkHF"
5918,"Existen pacientes alérgicos a los suplementos de Vitaminas B ,en éste caso hay otras formas de evitar picadas de mosquitos zika ... #Salud"
5919,Combatir el mosquito que transmite el dengue y el zika es nuestra responsabilidad. Solo necesita agua y sombra para reproducirse! ✖
5920,Suplementar altas dosis de vitaminas B ayuda anti picadas mosquitos zika .NC Dir. Laura Baha Al Deen ... https://t.co/Gb8BCs7J8u
5921,@jaimemejia A ponernos #MoscaConLosMosquitos y a informarnos muy bien sobre el zika para prevenirlo https://t.co/qPPzXr1jH5
5922,@veraalcivard Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5 #MoscaConLosMosquitos
5923,"@enlamiraradio .En Wilde y Dominico existen los mosquitos también,y el Zika y Dengue también,pero el súper intendente K.no quiere fumigar"
5924,"Advierten que piscinas portátiles pueden incubar mosquito que transmite dengue y zika: Lima, feb. 2. El uso de... https://t.co/2F76pYs46m"
5925,Detectan en Dallas (Texas) el primer caso de #Zika por transmisión sexual y el primer contagio local en #EEUU. No hubo mosquito de por medio
5926,"Pienso que soy la fuente del virus zika, los mosquitos me aman y hacen chupete."
5927,"Eliminemos los criaderos de mosquitos y así combatir el virus del Zika, conoce sus síntomas. https://t.co/W4E1ydbynZ"
5928,Sabes q ahora veo un mosquito y le pego un balazo nhn con el zika
5929,Fumiguen a chiapas porque ahi viene el papa no vaya ser q me le pique un mosquito y se nos enferme del zika
5930,Examinarán mosquitos de Nueva York ante propagación del virus zika https://t.co/aDiYIK2EO8 vía @telocuentonews
5931,"#infertilpandy zika ya en México,  que miedo ya anoche me cuide de los mosquitos https://t.co/tt9e2cgptq"
5932,Advierten que piscinas portátiles pueden incubar mosquito que transmite dengue y zika https://t.co/j2D2vpOko3
