,tweets_VBN
2299,Related to Zika tweets and contagion spread: https://t.co/Q6rFV9uQCS
2300,"Updated: More bug spray, less dining al fresco planned in Zika zone #NewMexico https://t.co/qXyXizhX4P"
2301,"Updated: More bug spray, less dining al fresco planned in Zika zone #Albuquerque https://t.co/SHGtVN6cnw"
2302,Learned a lot about Zika today. Apparently it only kills like 1% of people. It's an STD but also mosquitos. It's chill for men after 80 days
2303,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
2304,"Retweeted Zika Virus Alerts (@Zika_Alerts):  Worried about Zika, West Nile? Expert advice to prevent mosquito... https://t.co/fQ3rbdr7bt"
2305,Proposed #Jax budget replaces mosquito control helicopter to fight threat of #zika. @ActionNewsJax
2306,Concerned about #Zika too? Here's what @CDCgov has to say https://t.co/4k19vGPql2
2307,"Infected mosquitos and sexual contact may not be the only way #Zika spreads, a new case suggests. https://t.co/R1sK6e63DR"
2308,"Retweeted CDC (@CDCgov):  @1MiamiHurricane At this time, Zika has not been spread by mosquitoes in the continental United States."
2309,Naled Decimates Bee Populations......... Aerial Spray Is Not an Effective Strategy for Controlling Zika https://t.co/OnfkC1flhC via @mercola
2310,"brought to you by the makers of zika, &amp; zika repellent, also in conjunction with Swine Flu H1N1 and SARS @MonsantoCo https://t.co/0tI2T6Yc4f"
2311,Forced to rob cancer research to pay for #Zika vaccine push #ZikaVirus #globalhealth #publichealth #healthcare https://t.co/0x2CWZBQjX
2312,Dedicated Zika testing lab opens in Sarasota Co. @fox13news #Zika #Sarasota #Mosquitos #Testing https://t.co/iJEzXJcvs9
2313,Planned Parenthood is working with the CIA to spread Zika through mosquitoes so that the government can control the population #conspiracy
2314,Found out bees may be the answer to curing HIV. Sprayed for Zika. Millions of bees now dead. #WelcomeToAmerica
2315,Retweeted VDCI Mosquito (@vdcimosquito):  #WestNile still a threat and over-shadowed by #Zika. 40 states have... https://t.co/uPveF4gNDy
2316,"Read about how two #TAMU @txextension professors are targeting Zika, and possibly other mosquito-borne diseases. https://t.co/m853mV6lWH"
2317,Called shorty wop a mosquito with zika😂😂😂😂 https://t.co/YlEDb0mp4m
2318,Retweeted Michael Lairmore (@LairmoreDVMDean):  New mosquito-borne disease detected in Haiti - next Zika?... https://t.co/LtSBf46OEX
2319,Updated: CDC travel guidance in South FL. Help stop the spread of Zika. Take steps to prevent mosquito bites.… https://t.co/gfajG1UOWj
2320,Concerned about #Zika and other mosquito-borne diseases? Check out this workshop on Zika prevention! https://t.co/To6xhOcaGQ
2321,Forced to rob cancer research to pay for Zika vaccine push” https://t.co/REVILd47AX
2322,Infected mosquitos used against Zika-transmitting insects in South Ameri.. Related Articles: https://t.co/NKFuLxK2FT
2323,Infected mosquitoes to be released in Brazil and Columbia to battle Zika... https://t.co/52iqXktD4m
2324,"Collected larvae were identified, hatched in a laboratory &amp; tested to confirm the species. All 3 mosquitoes tested negative for #Zika virus."
2325,Retweeted CBC Health News (@CBCHealth):  No need to panic after potential Zika-carrying mosquito larvae found in... https://t.co/4Jj5HfRd15
2326,Retweeted Bill Tropical Health (@bbbrieger):  #Mosquito army infected with #Wolbachia released in #Zika fight in... https://t.co/J37bTR4hme
2327,Retweeted James Bernat (@miamishelter):  New Zika zone To prevent #Zika from spreading &amp; protect the unsheltered... https://t.co/TuBZdwUBHa
2328,Retweeted Science Diplomacy (@NYUSciDip):  #Zika #dengue &amp; #malaria share a source. What does int'l #policy say... https://t.co/CmmEc7J4ki
2329,Retweeted CDC Emergency (@CDCemergency):  DYK? The mosquitoes that spread #Zika are aggressive daytime biters.... https://t.co/5T3WIrEgOV
2330,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/5w1ysiKPGX https://t.co/tlrz8h8rBP
2331,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/Ck9qkMMpT1
2332,Worried About Zika? These 12 Plants Naturally Repel Mosquitos  If you're the type of person who can't stand outside… https://t.co/ouINgac6V9
2333,Killed a mosquito in the bathroom..hope it doesn't have that Zica thing
2334,Worried about #Zika? Here are three things you can do to protect yourself. https://t.co/cmS86BuSCg
2335,"Retweeted UNFPA (@UNFPA):  At its core, addressing the #ZikaVirus is about protecting the #health and #humanrights of women and girls. #Zika"
2336,"Retweeted Guardian Science (@guardianscience):  Zika virus likely to spread throughout the Americas, says WHO... https://t.co/yO9EVCU9uJ"
2337,"Retweeted CNN Breaking News (@cnnbrk):  Hawaii gov. signs emergency proclamation on Zika, other mosquito-borne... https://t.co/4LRLBL2KqK"
2338,Worried? Zika virus spreading around the world. What are you best tips to stop the spread? #Zika #zikavirus #zikachat
2339,"Born Under a Wandering Star: Avoiding Mosquito Vector Diseases: Zika, Malaria, Dengue,... https://t.co/rH1X4J04hL https://t.co/kieeUgYrXT"
2340,Retweeted New York Times World (@nytimesworld):  Catholic leaders say Zika doesn’t change ban on contraception... https://t.co/1WSj4iU8ig
2341,Lost track of how the #ZikaVirus became a threat? Here's a timeline of its origin &amp; spread https://t.co/6qh5kNEIAz https://t.co/CulGm5okLF
2342,"increased mosquito breeding conditions 4 Zika, Dengue, Chikunguya, West Nile Virus and Global Warming a coincidence? https://t.co/A78IK8cNbo"
2343,"RPT by PCST regarding Dengue-Zika, microcephaly, and massive spraying with chemical poisons https://t.co/HLQaq7RbWa https://t.co/klqPwUUgfe"
2344,Retweeted National Geographic (@NatGeo):  Scientists predict #Zika will become part of the new normal for... https://t.co/WQbfeVUDpV
2345,Retweeted National Geographic (@NatGeo):  Scientists predict #Zika will become part of the new normal for... https://t.co/mZyFBmU1Qg
2346,''Bugged mosquitoes' stop Zika spread'  https://t.co/xsGZSEphWD #health
2347,Combined proteome and transcriptome analyses reveal that Zika virus circulating in Brazil alters cell cycle and… https://t.co/3s2Tdi4oYr
2348,Worried about Zika or West Nile? Mosquito experts provide some common-sense tips: https://t.co/kfCtnMp720 https://t.co/nApf59qJpk
2349,"Retweeted HealthRanger (@HealthRanger):  With #Zika concerns growing, try these natural #mosquito management... https://t.co/HwlEE9lV8T"
2350,Unprecedented crisis in Brazil. 2400 babies born with damaged brain. Zika virus carried by mosquito is responsible.
2351,Enchanted LifePath Tv On YouTube https://t.co/zhQi9hMADI GaetaSusan Zika Virus👉Genetically modified Mosquito's fr… https://t.co/aCT0iqQSO6
2352,Explained: What is #Zika virus and how does it spread? https://t.co/HPe3U6X8bK via @ABCNews
2353,Retweeted RFE/RL (@RFERL):  The 'explosive' spread of the Zika virus has raised an alarm worldwide:... https://t.co/1EwinsKwUe
2354,Retweeted Dahboo7 (@dahboo7):  #BIOWEAPON! #ZikaVirus Is Being Spread by #GMO Mosquitoes Funded by Gates... https://t.co/aiLuEdFnY2
2355,'Engineered mosquitos' responsible for Zika virus. Sound familiar? Ticks. Lyme disease. Plum island. Where is the concern for #Lyme patients
2356,Retweeted Naharnet (@Naharnet):  How Climate Change Could Spread Diseases Like Zika  https://t.co/3YqXVpKgU2 https://t.co/4lVv6P2zwa
2357,"Retweeted GMO Free USA (@GMOFreeUSA):  GMO Mosquitoes Could Be Cause of Zika Outbreak, Critics Say.  The latest... https://t.co/8DoYlNNP0c"
2358,Retweeted Next News Network (@NextNewsNet):  ZICA OUTBREAK EPICENTER SAME PLACE GM MOSQUITOES WERE RELEASED... https://t.co/JhiSTw3r0A
2359,Retweeted Miami Herald (@MiamiHerald):  Zika virus: What you need to know about the mosquito-spread virus... https://t.co/K02ExTu9bF
2360,Retweeted Michael (@michaelj0n):  Zika outbreak 'caused by release of genetically modified mosquitoes in Brazil'... https://t.co/7lKqUf2MHM
2361,Retweeted The Associated Press (@AP):  BREAKING: World Health Organization declares spread of Zika in the... https://t.co/BT4BndsRyE
2362,Retweeted FOX 29 (@FOX29philly):  #BREAKING: World Health Organization declares spread of Zika in the Americas an... https://t.co/1atxb6wtkl
2363,"Retweeted WHO (@WHO):  Dr Chan: At present, the most important protective measures against #ZikaVirus are the... https://t.co/28Fy9weEFd"
2364,Retweeted FOX 29 (@FOX29philly):  #BREAKING: World Health Organization declares spread of Zika in the Americas an... https://t.co/99IciEAYQ3
2365,"Retweeted WHO (@WHO):  Dr Chan: [At present, the most important #Zika protective measures are] the prevention of... https://t.co/nZLsxD7a2k"
2366,Updated: WHO declares international state of emergency over explosive spread of Zika virus https://t.co/ADl5Md0Nha https://t.co/3fxm9W77I7
2367,"Transmitted by the Aedes mosquito, the #ZikaVirus threatens, in pregnancy, the health of the unborn child. https://t.co/2vlFLyug2H"
2368,"Retweeted WHO (@WHO):  Dr Chan: Pregnant women can consider delaying travel to #Zika-affected areas, shld protect... https://t.co/Js6hYeT3p9"
2369,Worried about #mosquitos #Zika &amp; which repellents work best?  Here's a start 👉 20 #DIY #Insect Repellent #Recipes  https://t.co/U3AzWfIRnk
2370,Retweeted The Verge (@verge):  WHO declares the Zika virus spread a public health emergency... https://t.co/bjUbZVkQzp
2371,Caused by release of genetically modified mosquitoes? https://t.co/yMvfEmnMfI
2372,Related News: How Zika Virus Can Spread -The New Yorker- https://t.co/DV6EVDBQYH
2373,Worried About Zika? Here's How It Could Affect Your Travel Plans: The Zika virus continues to spread and is… https://t.co/VQf9FSlaTA
2374,"Warranted or not, will concern re: #Zika &amp; #microcephaly accelerate discussion re: deployment of gene drive mosquitoes in the wild? #CRISPR"
2375,Promoted as “Friendly Aedes aegypti” mosquitoes funded by #BillGates Foundation. https://t.co/wzho4iecbH #Zika #GMO https://t.co/DQZE0Qpapx
2376,"Retweeted NYT Health (@NYTHealth):  Prepare for 'guerrilla warfare’ with Zika-carrying mosquitoes in the U.S.,... https://t.co/gZAnHXDbaj"
2377,"Retweeted CNN Breaking News (@cnnbrk):  Hawaii gov. signs emergency proclamation on Zika, other mosquito-borne... https://t.co/ssrgSvq1VW"
2378,Retweeted NYT Health (@NYTHealth):  Catholic Leaders Say Zika Doesn’t Change Ban on Contraception... https://t.co/MMIuagnQHg
2379,Planned Parenthood Capitalizes on #Zika Tragedy to Promote #Abortion in Latin America: https://t.co/euBgprp2MQ … https://t.co/ND2Uzx8lG5
2380,"Hosted by MFrazz: Despite Zika Outbreak, Catholic Leaders Say Contraceptives Are ‘Not A Solution’: When Colomb... https://t.co/GiwR2KlUZ8"
2381,Retweeted World Economic Forum (@wef):  The “explosive” spread of the #Zika virus https://t.co/XR8AWtZhmp #health... https://t.co/uIqsgi7oSD
2382,Retweeted NYT Health (@NYTHealth):  Prepping for Zika-carrying mosquitoes in the U.S.: 'It's like preparing for a... https://t.co/mhm5bJm27G
2383,Retweeted China Xinhua News (@XHNews):  #Zika-bearing #AedesAegypti mosquito becomes public enemy No.1 in Brazil... https://t.co/cjCE3LpyXP
2384,Updated: local tiger mosquito population is not infected with the Zika virus - Chris Fearne: While the Zika vi... https://t.co/kzu8mz20VF
2385,Updated - No Zika-infected mosquitoes in Malta - man who suffered Zika now out of isolation: The Parliamentary... https://t.co/sA144sVQmH
2386,Updated: Local tiger mosquito population is not infected with the Zika virus - Chris Fearne - The Malta Independent https://t.co/z3jtQZwZMJ
2387,Lost track of how the #ZikaVirus became a threat? Here's a timeline of its origin &amp; spread https://t.co/zDVCa7Hvxo
2388,"Filed @MintPressNews: Does #ZikaVirus actually cause #microcephaly in infants? Some docs think it's caused by SumiLarv, a mosquito killer."
2389,Retweeted Forbes (@Forbes):  The spread of the Zika virus: https://t.co/afr2HMGBrv https://t.co/cO99ampt9P https://t.co/c7DDbGphK8
2390,"Retweeted WHO (@WHO):  By avoiding mosquito bites, you can avoid #Zika &amp; other diseases. Learn more about... https://t.co/hFpgtHFWVt"
2391,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/ZOlyEmUSis
2392,Read about the genetically modified mosquitoes being used to fight Zika https://t.co/Ud58Fs85YW
2393,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/RZSrZyxjdu
2394,Retweeted Arianna Huffington (@ariannahuff):  How a town in #Brazil reportedly rid itself of the #Zika mosquito... https://t.co/6iRyA1tBKy
2395,Retweeted Kabi (@The_Fuzz74):  How a #Toronto company used #bigdata to predict the spread of #Zika... https://t.co/aHHUuilV6B
2396,Busted! #Jesus Foundation Owns #Zika.any1 Kissed by her must pay #Monsanto #OWS #WikiLeaks #FeelTheBern #Warren https://t.co/PLAk8cX1Hr #TPP
2397,Concerned about the #ZikaVirus? Tuesday's #FíorScéal doc shows what scientists are doing to prevent mosquitoes from spreading disease. #TG4
2398,Retweeted InfoSec HotSpot (@InfoSecHotSpot):  https://t.co/0yTbwbYgSd- Zika virus fears exploited to spread... https://t.co/868NOuJscN
2399,Missed the @GlobalBTA Webinar on #Zika and other mosquito-borne illnesses last week? Read the recap https://t.co/eZwLMxmZ1X
2400,'Disorganized Mosquito Control Will Make US Vulnerable to Zika - National Geographic' https://t.co/geWwkP9ANR #healthnews #digitalhealth
2401,Missed the #Zika chat on Feb. 19? Learn about this virus spread by mosquitoes: https://t.co/NEVyQUeDSa https://t.co/rl53j071b2
2402,Updated guidance on protection against #Zika (even if you are in a low risk zone): https://t.co/W6vWlx3sPT
2403,Suprised he didn't say @POTUS formulated #Zika in underground #WhiteHouse bunker! https://t.co/lKNUeUKxWF
2404,Retweeted CDC Emergency (@CDCemergency):  The best way to prevent #Zika is to protect yourself from mosquito... https://t.co/e4Z3T85ap6
2405,"Organized Religions are z ZIKA/CANCER/MALARIA of z human race,as long as they fight 4 supremacy expect CATASTROPHES"
2406,Shared via https://t.co/nVqspaz3tz: Aerial pesticide spray adds to fears in Zika-stricken Miami
2407,Woken up by the helicopter that is spraying to help combat the ZIKA virus. https://t.co/UBeMF1dT7U
2408,Shared via NYT: Outcry Erupts Over Miami Beach's Pesticide Spraying to Curb Zika
2409,Worried about #Zika and #pregnancy? Learn how to protect yourself: https://t.co/AMDZHYBsTZ
2410,Shared via ABC:  Turbine Sprayers Deployed to Fight Zika Mosquitoes in South Florida
2411,Shared via ABC:  Turbine Sprayers Deployed to Fight Zika Mosquitoes in South Florida
2412,been bitten by a shit ton of mosquitos in spain and now probably have zika so Im gonna fuck all your sisters and leave them with the problem
2413,"Retweeted Fox News (@FoxNews):  CDC: Aerial spraying, naled helped curb Zika in Miami https://t.co/Kg7OLD1ruP... https://t.co/wFtdegrp5N"
2414,"Naled, aerial spraying curbed Zika in Miami zone — CDC: ... the World Health Organization is... https://t.co/BWmrHwhdTY #PalmBeach #Zika"
2415,OpEd by @marcorubio: Congress has failed to protect the military from #Zika. It's not too late to fix that https://t.co/bOrqetAtdS
2416,Animated mosquito videos = #zika prevention. Check them out! https://t.co/9FEbSeSoSA
2417,Retweeted Fox News (@FoxNews):  'Mosquitoes don't respect walls.' - @POTUS on Zika https://t.co/R73XLiiRur https://t.co/9F8xaE8A9p
2418,Retweeted FOX News Radio (@foxnewsradio):  Pres Obama on Zika:  Mosquitoes don't respect walls  (@SutherlandFox)
2419,Retweeted Fox News (@FoxNews):  'Mosquitoes don't respect walls.' - @POTUS on Zika https://t.co/F2TInIUBVo https://t.co/qI3UZxqJp1
2420,Worried about #Zika? Did you know vitamin B repels mosquitos? Get your #coupon https://t.co/owekRIYHyx https://t.co/OXGKyFzUcq
2421,"Concerned about Zika? Mosquitoes that spread #Zika usually do not live at elevations above 6,500 feet. More info:… https://t.co/pDZJH0vSri"
2422,Forced to rob cancer research to pay for Zika vaccine push https://t.co/rpD9SZpqj7
2423,Worried about Zika? Learn about the virus and how to protect yourself at an event on Tues in NSB. Story at... https://t.co/JaJUtI1lpT
2424,Naled pesticide spraying ineffective against Zika; #Florida governor's wife has interest in Naled. https://t.co/QVKJUd6iso via @TheWorldPost
2425,"Retweeted Panama Gringo Guide (@panamagguide):  'Wear insect repellant,' says Q Costa Rica. Zika or no Zika, it's... https://t.co/PX5uQE9aIt"
2426,Dedicated Zika testing lab opens in Sarasota Co.: SARASOTA (FOX 13) - Testing trapped mosquitoes for the Zika... https://t.co/DIVgyD6tGV
2427,Dedicated Zika testing lab opens in Sarasota Co.: SARASOTA (FOX 13) - Testing trapped mosquitoes for the Zika... https://t.co/qxkXrwWYMn
2428,"Completed LSHTM Zika:Understand,Control Aedes Mosquito course, excited September International Congress of Entomology #ZikaVirus conference"
2429,Retweeted Daily Express (@Daily_Express):  Britain in heatwave: Experts reveal when deadly Zika virus is expected... https://t.co/DKfApvD5o0
2430,Learned in today's POC briefing for Rio delegation: to help vs Zika take vitamin b1 which emits a certain body smell mosquitoes dont like
2431,"Suspected Zika case in Kennedale, but patient tested negative. Mosquito-borne illness info: https://t.co/XybBaKuTjB https://t.co/ahUwlwAtuF"
2432,Unanticipated consequence of teaching a Zika summer intensive is that all students deeply suspicious of tanker mosquito bites now.
2433,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
2434,Projected Zika Virus Importation and Transmission after Travel to 2016 Olympic Games — July 2016 | MMWR https://t.co/TvHT6m0mmc via @CDCgov
2435,Worried you can't protect your family 👨‍👩‍👧‍👦 from #Zika virus? You can with these tips 👉🏿 https://t.co/PqRoxfqgyT https://t.co/J8GG8kj7yY
2436,"Retweeted Forbes (@Forbes):  Despite Zika threat, most American are unaware of how to protect from mosquitoes... https://t.co/ZsEMEDxLmY"
2437,Donated Mar-A-Lago as a refuge for Zika-riddled mosquitos. #TrumpSacrifices
2438,Cancelled. Can't afford to spread ZIKA around the world!! https://t.co/P8nZkvz5ew
2439,"Retweeted CDC (@CDCgov):  Prevent #Zika spread after #Rio2016: avoid mosquito bites for 3 wks, use condoms, see a... https://t.co/rxI0viLcMU"
2440,Increased shootings &amp; muggings in Rio have caused a majority of Zika-infested mosquitoes to leave due to an unsafe environment.
2441,Called By Christ To Be ONE: 'ZIKA IS NOT HERE': MOSQUITOES NOW SPREADING VIRUS... https://t.co/QcRshLIGe3
2442,Suspected Zika Cases In Miami Ups Mosquito Control Efforts - https://t.co/RkzFrcm45Y
2443,Suspected Zika Cases In Miami Ups Mosquito Control Efforts.. Related Articles: https://t.co/fbi15EOYaU
2444,Suspected Zika Cases In Miami Ups Mosquito Control Efforts.. Related Articles: https://t.co/ctGWdRhmnx
2445,Projected #Zika Virus Importation &amp; Subsequent Ongoing Transmission after Travel to 2016 Olympic &amp;Paralympic Games https://t.co/XJtFeRC5L4
2446,"Invested in Maternova! A company providing Zika-protective apparel to protect women, on Republic https://t.co/w6jojycfiP #joinrepublic"
2447,'Suspected Zika Cases in Miami Ups #Mosquito Control Efforts' - https://t.co/6qsVPtcmiP https://t.co/hhbPte8C2R
2448,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
2449,Suspected Zika Cases In Miami Ups Mosquito Control Efforts.. Related Articles: https://t.co/ctGWdRhmnx https://t.co/nHxX5fI54n
2450,Suspected Zika Cases In Miami Ups Mosquito Control Efforts https://t.co/qu4phCb62J
2451,Planned Parenthood funding condition of Zika bill? Sounds fishy. GOP floats something they know will never pass so they can say they fought.
2452,Trapped Florida mosquitoes found to contain Zika virus https://t.co/TMzwaPrva6
2453,Retweeted RT (@RT_com):  ’Politics of #Zika are garbage’: #Florida lawmaker brings 100 mosquitoes onto House... https://t.co/vAWt3DZVQX
2454,Worried about Zika virus while traveling? Here are some tips to protect you and family. #Zika https://t.co/L2WfHCJCTG
2455,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/e2jX1lWFtA"
2456,Surrounded by the smell of mosquito repellent is common these days. #Zika
2457,"Retweeted Zika Virus Top News (@ZikaVirusTopNws):  Humid southern China, a hotbed for mosquitoes, steps up ...... https://t.co/NorFQ9rwHF"
2458,"Retweeted Zika Virus Top News (@ZikaVirusTopNws):  Shocking! Zika virus may be spread through tears, claims study... https://t.co/fxQNu7KuYK"
2459,Projected spread of #Zika virus in the Americas https://t.co/DHcP1ERbD9
2460,Exposed Florida Gov. Scott's Undisclosed Interest In 'Zika' Mosquito Control Company #ZikaFunding #ZikaVirus #Miami  https://t.co/rWGfSysThC
2461,Retweeted VDCI Mosquito (@vdcimosquito):  #Zika is spreading faster in #PuertoRico than anywhere else on Earth.... https://t.co/Iw42jhHzJh
2462,"Retweeted FRONTLINE (@frontlinepbs):  Latest update on the spread of Zika: 58 territories in the Americas,... https://t.co/tmVZ6oHagl"
2463,Retweeted O. Bula Escobar (@omarbula):  How War and Crisis Help Spread Diseases Like Zika https://t.co/QhzLcjate5 https://t.co/NhcOvuujYC
2464,Retweeted Zika News (@Zika_News):  Zika virus can spread by any type of sex - https://t.co/CN6A6cPGFq... https://t.co/fI9wMei8p9
2465,Retweeted Greg Folkers (@greg_folkers):  Cell: Structural Basis of #Zika Virus-Specific Antibody Protection... https://t.co/PNchyB1Y5J
2466,Concerned about #Zika virus and other viruses that are carried by certain mosquitoes? Protect yourself during... https://t.co/XuuoJfUio3
2467,Read about the new solution @nyupoly researchers are exploring to eliminate the Zika-carrying mosquito! #zika #Rio https://t.co/lDMmc2bvaP
2468,Retweeted NBC12 WWBT Richmond (@NBC12):  Virginia mosquitoes test negative for Zika virus https://t.co/Z7YwcNSebo... https://t.co/aHQ95UFyxO
2469,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
2470,Updated: Mosquitoes suspected in 2 new mysterious Florida Zika cases #Albuquerque https://t.co/YG8darcln6
2471,"Sustained proper funding needed to continue R&amp;D protection efforts combating #Ebola, #Zika, other infectious diseas… https://t.co/RtJoLYS1vE"
2472,"Given that Aedes aegypti, the main mosquito vector of Zika virus, has been an intense focus of public health ... https://t.co/9i4Xa88MtH"
2473,Retweeted Zika News (@Zika_News):  #Vietnam: Zika virus mosquitoes detected in central Vietnam - VnExpress Int...... https://t.co/7kB6g2LQSi
2474,"Shared via https://t.co/nVqspaz3tz: Men with vasectomies can still spread Zika via sex, report suggests"
2475,Shared via https://t.co/nVqspaz3tz: CDC: Aerial spraying curbed Zika transmission in Wynwood
2476,Projected spread of Zika virus in the Americas https://t.co/OGHP29e03B #zika #modeling #dengue https://t.co/yHzoEvWPHh #datascience
2477,Retweeted CDC Emergency (@CDCemergency):  The best way to prevent #Zika is to protect yourself from mosquito... https://t.co/LfxYwLmn7h
2478,"Twisted logic. Obama wants BILLIONS to stop the Zika virus to protect babies, yet funds Planned Parent hood to abort other babies."
2479,Worried about mosquito bites and zika? #coverUp https://t.co/9DoHyhyN0m
2480,"Related News: Zika Virus Can Spread Via Sex, Officials Confirm -NBC News- https://t.co/bXA9pWCdas"
2481,Confirmed: Zika Can Also Spread Via Sex https://t.co/QoV3vEFgJs
2482,Confirmed: Zika Can Also Spread Via Sex https://t.co/dd6zU4qJg1 https://t.co/2Cg421kXKQ
2483,Related News: How Zika Virus Can Spread -The New Yorker- https://t.co/baUWx6Xl6y
2484,Retweeted Rose Green (@empiresesquire):  CDC Confirms First Case of Zika Virus Spread Through Sexual Contact via... https://t.co/iBxbbmYpvd
2485,"Retweeted Gerard Best (@GerardBest):  Sexual Contact Led to #Zika Transmission in U.S., Health Officials Say... https://t.co/WUadvMFGuP"
2486,Tweeted the wrong video earlier. Have a TED talk about killing mosquitoes: https://t.co/IDAtWuMEC2 #tytlive #Zika
2487,Confirmed: Zika Spread Through Intercourse - https://t.co/XCkDspfyd7 https://t.co/W1W6o0SIio
2488,Confirmed: Zika Can Also Spread Via Sex https://t.co/79kRWLvSVq
2489,Confirmed: Zika Can Also Spread Via Sex - The Daily Beast https://t.co/3T233akFWz
2490,Confirmed: Zika Can Also Spread Via Sex https://t.co/0Cmx4s7o4F
2491,Confirmed: Zika Can Also Spread Via Sex https://t.co/MZgmXKIRuu
2492,Confirmed: Zika Spread Through Intercourse https://t.co/913Rb7T8R8
2493,"Watched news on Aljazeera America on Zika Virus, in El Salvador found small fish that eats the mosquito larvae, stops spread it's working"
2494,"Reported case in Texas US,confirms fears that #ZikaVirus can be transmitted not just by MOSQUITOS but also SEXUALLY.https://t.co/dBOJAgak7o"
2495,Confirmed: Zika Can Also Spread Via Sex https://t.co/egw2uB5ePM via @thedailybeast
2496,"Contracted through sex and not a mosquito bite..First U.S. Zika virus transmission reported, attributed to sex https://t.co/TaRB4rr12J"
2497,Confirmed: #Zika Can Also Spread Via Sex https://t.co/E8I3eAJWVe via @thedailybeast
2498,Retweeted Nat Moss (@natmoss):  How Zika Virus Can Spread https://t.co/Us9zsS2ycb via @newyorker #yapisland... https://t.co/ZbYbXv6c9z
2499,Confirmed: Zika Can Also Spread Via Sex https://t.co/BSZA8AYyzr via @thedailybeast
2500,Increased temperatures make Zika mosquito unfold illness extra https://t.co/cOh3lwGmk9
2501,Delighted to say Ghana is not in the list of countries with active Zika virus transmission https://t.co/XevOFSCFmc https://t.co/iOXPSnEuRE
2502,Supposed genes from mosquitoes aren't in the Zika genome. End of story. Though there are other changes to examine: https://t.co/u7t8u7PX5N
2503,"Shocked to hear 250,000 infected with Zika virus in Larne. DUP has mobilised prayer groups."
2504,Disinfected zones may protect athletes from #Zika #virus at Rio #Olympics — Russian PM’s aide https://t.co/9veVs2hon8 #Russia @tassagency_en
2505,Dreaded Zika virus not found in mosquitoes in Bay Area #Zikavirus https://t.co/jorVqIIKEP https://t.co/GW3TTkCpuK
2506,Retweeted ONE (@ONEinAfrica):  World Health Organization on watch for spread of #Zika virus to Africa &gt;&gt;... https://t.co/X71O1148kh
2507,Retweeted ONE (@ONEinAfrica):  World Health Organization on watch for spread of #Zika virus to Africa &gt;&gt;... https://t.co/mDl9mOdoug
2508,Confirmed: Zika Can Also Spread Via Sex - The Daily Beast https://t.co/YswuWUgarW
2509,Retweeted Harvard University (@Harvard):  What's behind the explosive spread of Zika virus? https://t.co/DOgxUHIW32 https://t.co/yhTm7Y356T
2510,Retweeted BBC Sport (@BBCSport):  What impact will the Zika virus have on the Olympics?  GB athletes say it's... https://t.co/U35Cx3VjD2
2511,"Retweeted Entomology Society (@EntsocAmerica):  No, GM Mosquitoes Didn’t Start The Zika Outbreak:... https://t.co/snFvM3gZfQ"
2512,Retweeted Nin (@NinHorrox):  #Zika #Virus Was Spread Last Year In #Brazil by #GM #Mosquitos In Oxitec Trials... https://t.co/o3LfuBRwiV
2513,Retweeted Meranda (@DevansBlogs):  Zika Outbreak Epicenter Is In The Same Area Genetically-Modified Mosquitoes... https://t.co/q2Zg0huci6
2514,Spread by sex ? #ZikaVirus
2515,Read up and stay protected! https://t.co/cspuC6KWA2
2516,Retweeted Unexplained World (@ClassicPict):  Mosquitoes kill more annually than Sharks. #ZikaVirus... https://t.co/9HTExX5JoE
2517,Confirmed: Zika Spread Through Intercourse https://t.co/rsSkYtxk7W #Jet
2518,reported case of #zikavirus spread through sex https://t.co/DdDfcfDYt0
2519,"Tested by The London School of Hygiene and Tropical Medicine on mosquitoes, Vectorcide coating lasts for up 2 years, fight Zika and Malaria"
2520,Retweeted Harvard Health (@HarvardHealth):  Habitat loss and climate change may be factors in the spread of Zika.... https://t.co/TTLUqtAB7j
2521,Read about a Brazilian family struggling to cope with the spread of #Zika virus: https://t.co/PiJCvURebV #health #family #science #global
2522,"Retweeted Discover Magazine (@DiscoverMag):  As Zika fears loom, genetically modified mosquitoes offer a... https://t.co/k3rQq9H9cH"
2523,Read up on the Frightening spread of the Zika virus https://t.co/e9C4tew6Cl
2524,"Missed It? #Mosquitoes capable of carrying #Zika virus found in #Washington, DC. #UND: https://t.co/4g1e5rMYG6"
2525,"Retweeted CNN International (@cnni):  How can you protect yourself from the #Zikavirus? Chat with @drsanjaygupta,... https://t.co/EKirdeYuAq"
2526,"Retweeted CNN (@CNN):  How can you protect yourself from the #Zikavirus? Chat with @drsanjaygupta, he's live:... https://t.co/7WMJMCZpso"
2527,Retweeted The New York Times (@nytimes):  Two cases of Zika virus suggest the disease could be spread through sex... https://t.co/qmjvZQAUa2
