,tweets_VBP
750,Don't have surgery or make babies or have sex Zika now said to infect the blood supply and spread via sexual trans https://t.co/gdx4uOT48v
751,Don't have surgery or make babies or have sex... Zika now said to infect the blood supply and spread via sexua https://t.co/hfZPqntuiP
752,"Don't have surgery, make babies or have sex. Zika now said to infect blood supply and spread via sexual transmission https://t.co/itY7ciLcDh"
753,"Don't have surgery,make babies or have sex;Zika now said to infect the blood supply + spread via sexual transmission https://t.co/HdAND7rOmS"
754,Don't have surgery or make babies or have sex... Zika now said 2 infect blood supply&amp; spread via sexual transmission https://t.co/0M7lQY9T8Q
755,Don't have sex with mosquitos then &gt; BBC News - #Zikavirus infection 'through sex' reported in US https://t.co/22lXNjSArw
756,Don't have surgery or make babies or have sex... Zika now said to infect the blood supply and spread via sexual tra https://t.co/YJtIpX5EPA
757,Don't buy into potions promising to protect you against Zika https://t.co/JvjHXGfhkl
758,Don't have surgery or make babies or have sex... Zika now said to infect the blood supply and spread via sexual tra… https://t.co/NiroJ431nI
759,Don't have surgery or make babies or have sex! Zika now infected the blood supply and spread via sexual transmission https://t.co/GukJ5fTPTX
760,"Don't grow your own mosquitoes. Take care of standing water! Deet, drain and dress = 3 D's. #Zika"
761,Have you heard of the Zika virus? Here is how you protect... https://t.co/hWVoNYC6Mz
762,Don't have surgery or make babies or have sex... Zika now said to infect the blood supply and spread via sexual https://t.co/HpEDNQDcKk
763,don't say a word ALL flights to Britain from Zika infected countries could be sprayed befo... https://t.co/YlxwHEoGiB RT #fks #wild#drugs
764,Don't have surgery or make babies or have sex... Zika now said to infect the blood supply and spread via sexual..... https://t.co/rsB64fknta
765,Don't have surgery or make babies or have sex... Zika now said to infect the blood supply and spread via sexual... https://t.co/nwxtlaOyKV
766,DON'T TELL PORKIES US House approves $622 million to combat Zika virus: The US House of Rep... https://t.co/BBYlDtvyRn #rochdale #oldham
767,Don't want to think about mosquitos or the Zika virus yet...still winter to be had https://t.co/ZSKspPtqip
768,Do you think the Zika is caused by only a mosquito and What you think about the Zika virus https://t.co/vBimdBA7s1 https://t.co/ALpuoSOCuk
769,Don't forget to protect yourself from mosquito bites! #mosquito #ZikaVirus https://t.co/tseLOt9XIK
770,Do you think the sudden spread of the #Zika virus (discovered in 1940's) is a natural phenomenon? Chime in...
771,Have you heard of the genetically modified mosquitoes that could stop the Zika Virus? #Zika https://t.co/QEJlyBCzKz https://t.co/V4jqGMRiSj
772,Don't take any chances this summer and make sure your backyard is safe from mosquitos and the zika virus.  … https://t.co/FPAd86dFiX
773,Do you want to smell great and repel #mosquitoes? There may be several perfumes that keep the pesky insects away. https://t.co/Obknsvs5Ap
774,Don't take a chance with #mosquitoes -- here's what you need to know about #Zika. https://t.co/cABI1Ph3dI
775,Don't forget to dump rain water from outdoor containers to keep mosquitoes from breeding. #Zika https://t.co/Qcl33Ivmf7
776,Do you think Genetically Modified Mosquitoes are really going to stop Zika? https://t.co/QzYJJrL82P The Daily Beast @thedailybeast #summer
777,Don't forget tomorrow is when you can rid yourself of those mosquito nests. #Durham #tires #ZikaVirus https://t.co/GN3X2dMzpS
778,Don't be a Mary. (or her hysterical friend)  #zika #repellent https://t.co/A1hwSzROSg
