,tweets_VBD
245,"Protect yourself against Zika!! #Zika risk is 'medium' in #NYC — but take these precautions, doc says https://t.co/g6BNSMFaGz"
246,Check out these #MosquitoSeason tips to help you protect yourself and your home from #Zika https://t.co/JkdG0oGvZZ
247,"Find out what effects the Zika virus has on pregnancy, and learn how to protect yourself: https://t.co/KjaSxaQNS7"
248,"Want to stop the mosquito that spreads #Zika, but worried about the lingering effects of spraying? @Oxitec offers a… https://t.co/hUhabiVeyC"
249,Learn how to identify the mosquito that is carrying the #ZikaVirus and how it spreads @ https://t.co/Znrnl7Kz0D https://t.co/SlDekEBUlx
250,"Paranoid about ZIKA and in general, do mosquitoes creep you out? Me too! That's why this graphic is key! Peak below… https://t.co/mqeJQfqYhJ"
251,"Damn it!  #Zika in #Nebraska!  Stay safe, use mosquito repellent! We need more #bats! https://t.co/CGaDprKZj7"
252,Protect yourself and your family from mosquito bites-Cover up@ Use EPA- insect repllent LI has 2nd-highest number of Zika cases in New York
253,"Protect yourself from #Zika if you are pregnant. Speak to your doctor about Zika, and keep the mosquitoes out. https://t.co/yF5TjXaelm"
254,Put Your Mind At Ease: 8 Mosquitoes That For Sure Don’t Have Zika https://t.co/3ngfdlm53f https://t.co/fmp8HnRMM9
255,Learn how to protect yourself from mosquito bites. More information at https://t.co/lzbSxTvJ2H   #ReadyPANYNJ #Zika https://t.co/GNX8232LMB
256,Learn how to protect your kids from #Zika with these tips from @CDCgov https://t.co/sKykwcH5Z6 #zikavirus https://t.co/StxiwmEdMt
257,Protect yourself against #mosquitoes and #Zika virus: https://t.co/innd4IdG5t
258,@NightAttackShow gonna be on that like the Zika on mosquito or the poop in the waters of Rio.
259,Reduce your risk of becoming infected with mosquito-borne viruses such as West Nile and Zika. https://t.co/pVFhmUflzm
260,Learn about the history of the #Zika virus as well as tips on how to prevent it! https://t.co/lxFbeL6i07 #mosquitoes https://t.co/7LnVNrUhZb
261,Put Your Mind At Ease: 8 Mosquitoes That For Sure Don’t Have Zika https://t.co/FckuMoZIxA https://t.co/z3t2NVPl6E
262,Do you know how we catch mosquitoes? Watch our video! #Zika #WestNile https://t.co/mTlXBEVhfP
263,Let's ask the Zika mosquito if it's worth the risk. ⚡️ “Should the Rio Olympics be canceled?”  https://t.co/mVpIPwGCiV
264,got bit by so many mosquitos last night at least one of them probably had the zika virus ttyl
265,Find out what one town is doing to stop mosquitoes #NYTimes #Zika #Health  https://t.co/vwMuDQQ3v6
266,Protect your family from mosquitoes that carry diseases like #zika. #fightthebite #hometips https://t.co/yw56a3CtXq
267,Protect your family from mosquitoes that carry diseases like #zika. #fightthebite #hometips Hints for mosquito control around the home:
268,Protect your community from viruses that spread through mosquito bites. Mosquitoes lay eggs in standing water. https://t.co/09XsxvAfW4
269,Slow down! Glosses right over #sewage and #zika-carrying mosquitoes. #Olympics2016  https://t.co/zaf2TbcfP6
270,Check out this fascinating @nytimes piece on the 6 most dangerous types of mosquitos in #America.  https://t.co/NtJNnqBbyH
271,Stop the Spread of Zika! Protect Your Family &amp; Pets. https://t.co/rvvXYqJJIJ https://t.co/YrsPl0XD7Y
272,Know your destination and how to protect your family. Getting informed helps you stay safe. #Zika #ZikaVirus  https://t.co/Vio81uxLOR
273,Make 2016 a #Summer of #Safety – View the #Mosquito Awareness videos at https://t.co/FY6ygtnGhm #Zika #WNV #EEE https://t.co/Q59MRanIOh
274,Imagine a world where Obama spent as much $ eradicating hood rats as Zika mosquitos? Think of all the kids saved.
275,Love how the Zika origination literally lines up perfectly with where they released those genetic mosquitos in South America
276,Reduce your chance of getting bitten by Zika-bearing species of mosquitoes with these simple maintenance steps: https://t.co/vQ3vM2xjmw
277,Protect yourself from #Zika!!! Our Yu Ahn Cluster Necklace features a. #citronella ball that repels mosquitos.... https://t.co/b93QzjYnf4
278,Guess what? Millions of honeybees were just killed by insecticide meant for mosquitoes carrying Zika.  We need those bees. #SaveTheBees 🐝🐝🐝
279,See I told you we can replace the bees that are killed when spraying for ZIKA mosquitoes🔚 https://t.co/0QqpXCfMl3
280,save the bees   ⚡️ “Millions of honeybees dead from Zika insecticide spray in S.C. ”  https://t.co/YexqVr6pAF
281,Keep in mind ALL #essentialoils can build up as toxic in ur #Liver #doterra #youngliving #bugs #bugspray #zika https://t.co/0V96REMyLd
282,Protect yourself against Zika. https://t.co/m1K9oP4PAL
283,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
284,"saved a puppy from the drain, rewarded with mosquito bites, paranoid for Zika, so much emotions"
285,Keep your family safe and protected from Dengue/Zika in 3 simple steps! https://t.co/8oBzgj6HVa https://t.co/QO4V3ug3a8
286,Let's fight Zika together. Eliminate mosquitos and their breeding grounds. https://t.co/Cebw3YIKnc
287,Teach your kids that mosquito bites are bad with CDC’s #Zika activity book. https://t.co/JCaJHTBJQr
288,Let God sort them out? &lt;sigh&gt; Massive bee death after South Carolina sprays for Zika mosquitoes  https://t.co/yKjJCQ4qru
289,Learn about Orange County Mosquito Control's robust program &amp; #Zika prevention efforts at https://t.co/dhNy7Zt6np. https://t.co/8O8nz48viB
290,Protect yourself and your family from Zika  There is currently no vaccine to prevent Zika. The only way to... https://t.co/xz3bMUCQ8q
291,ASK YOUR NEAREST REPUBLICAN IF HE KNOWS  WHERE YOUR ZIKA MOSQUITO IS TODAY https://t.co/pRFGPDyqkt
292,"@PolymorphicOne Imagine, not one person was bitten by a Zika carrying mosquito or had sex with someone who was. Miraculous!"
293,Teach your kids that mosquito bites are bad with CDC’s #Zika activity book. https://t.co/FzHOO4Qri6 by @SSCLS via @c0nvey
294,"VOTERS THE IMMATURE GOP  IS SPEADING ZIKA,IN BED WITH YOUR INTIMATE DECISIONS&amp; PROTECTING A WOMANS RAPIST.IVOTEBLUE https://t.co/1H5FV9Jmqo"
295,Join this #GreenStridesWebinar from @EPA on protecting students from mosquitos &amp; zika on 9/20 at 2pm ET. More info: https://t.co/9d7S3QHzlE
296,‘It’s been nuked’: Millions of Bees Dead After S. Carolina Sprays for Zika Mosquitoes https://t.co/5ssoUCiZdK
297,Stay away? #Zika: Experts Fear '#Mosquitos out the Yin Yang' in #Florida https://t.co/pNSRQRIPrI
298,watched a mosquito bite my leg and just let it happen like give me that zika virus pls
299,SEE IT: Rep. frustrated by Zika brings jar of mosquitos to House https://t.co/5HEBAV3pXw
300,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
301,make sure you always have mosquito repellent!! doesn't help that the country is on alert for zika... https://t.co/dGCLEtbEdQ
302,Make your own repellent and avoid Zika: https://t.co/OPqw458iWp #caribbean https://t.co/wfjKBapdtO
303,did you miss?New post: Aerial Pesticide Spray Adds to Fears #florida #miamibeach #zikavirus https://t.co/TE23wHdDdT https://t.co/VLqwDEIPSt
304,Get out your Repel or stay off #MiamiBeach. @MayorLevine announces city's #Zika prevention efforts have failed https://t.co/ff9789oIkd
305,Learn how to prevent #Zika and other mosquito-borne illnesses at https://t.co/HBS3yuH0am https://t.co/jujnoj5auy
306,Spill it. Spray it. Help prevent the spread of Zika. https://t.co/nDGI660zXw https://t.co/Lc5j3807R8
307,"Stop the zika spraying in Miami, It is killing all the bees! All we see dead on the streets are bees! not mosquitos"
308,Wake up the spraying for Zika is to make the weak sicker - population control . So if your idiot sign up
309,Please RT? #travel #traveller Travel in the Time of Zika: How to Avoid Mosquitos on the R https://t.co/Cq6SKceeRk https://t.co/2GWwoxGZQ4
310,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
311,Check out SMITHSONIAN MAGAZINE JUNE 2016 THE LAST MOSQUITO SHOULD WE WIPE THEM OUT ZIKA   https://t.co/S4NMjZYP0O via @eBay
312,Watch this video to learn how you can protect yourself and your family from #Zika https://t.co/wfNELs8msA 来自 @YouTube
313,Protect yourself and your loved ones from Zika.  https://t.co/M3xoZdt2Ae https://t.co/ddum9a7nz4
314,Check out: Mosquito Eating Fish Brought to Bear on Zika Virus in Latin America - https://t.co/RZO6rVv8Sr via @TerraMarProject
315,Please protect your family by doing what you can to prevent the Zika virus from spreading. 1) always use insect... https://t.co/i3YFlymKL7
316,"Take #Zika #Virus seriously! It has caused babies to be born with tiny, non-functional brains! #mosquitos and #sexual contact can spread it."
317,Read that VS perfume repels mosquitoes.   Still have a bottle from college.   Will be smelling like a teenager till there's a Zika vaccine.
318,Protect yourself against Zika |  https://t.co/eWmJGomCWp
319,"See our PSAs about preventing the Zika virus by reducing mosquito breeding areas. 30-second clips, several formats: https://t.co/jeVa70aJSH"
320,"Learn how to protect yourself, your family &amp; your community from the spread of Zika virus: https://t.co/jvKWHhzmlt via @YouTube."
321,Go insect free this summer...get your free Yard Armour quote today! #lawndoctor #summer #insectfree #mosquitos #Zika https://t.co/p2rEIRAX6R
322,Create your own bug spray use whichever combination of essential oils appeals to you. #zika #mosquito #zikavirus https://t.co/cqcy7FWAQx
323,Check out our blog on preventing mosquitoes: https://t.co/wp1YsKyc9P https://t.co/kwacnEPFFf
324,See how the United States is preparing to fight off the #ZikaVirus with the upcoming mosquito season  https://t.co/vDiBVUS3Vm
325,Watch our 30-second clips about avoiding #Zika by reducing mosquito breeding areas. https://t.co/Q6AJMazv7j @StateMaryland @MDSHA @MDMEMA
326,Learn how to removing standing water can prevent the spread #Zika. #healthtips #mosquitoes https://t.co/PyAO624WVO https://t.co/yYJCAWOBdm
327,Do these 3 things to do now to protect against Zika virus https://t.co/2DdKl0CUL9 via @@WLTX @SteveBenjaminSC @CityofColumbia #thingstodoNow
328,Protect Yourself From Zika Virus https://t.co/m9br4LRRb9
329,Keep #Zika-carrying #mosquitoes from breeding in your pool with tips from @MdAgDept https://t.co/NOVhgwyE3O https://t.co/1QXrUVavS5
330,"Helped advance $1.1B emergency funding to mitigate threat of Zika-needed first step, but our work to protect families/communities isn't done"
331,Do look for alternatives to toxic chemical mosquito repellants. Is exposing a fetus to poison better than Zika? https://t.co/bz92zvFdL2
332,"Keep mosquitoes out of your yard &amp; home. Once a week, empty, cover or throw out items that hold water. https://t.co/T92PBZPf8Q #Zika"
333,Consider This Thought The Zika Mosquito Virus Is A Lot Like The Trump Virus Once You're Infected There's Little Hope https://t.co/MbaMZL5gz3
334,"See @GreenBreezeImpt #Citronella scented #Organic oil to repel #mosquitoes, No to #Zika  https://t.co/ipDmwlEeP0 https://t.co/Rc9axPDsSj"
335,Learn what you need to do! 'Controlling #Zika mosquitoes may be 'lost cause' in the Americas' https://t.co/xcukwCr6rY
336,Turn a threat into a weapon: using old tyres to trap the Aedes mosquito https://t.co/ocCEoXzvZf
337,Get Out Your Insect Repellant - Zika Virus and Compensability https://t.co/n5tiJiA5cY
338,Please support this important work being done on mosquito research. #Zika  https://t.co/yXnmJWLI6t
339,Get the latest news on #Zika in MD from @MdAgMosquito
340,See what Mosquito Squad experts say - How to keep mosquitoes and Zika at bay https://t.co/HNAT2NU8U6
341,Protect yourself from the Zika Virus and eliminate mosquitoes before they become a nuisance. Reclaim your... https://t.co/Z8iJb650ch
342,Take all necessary precautions to protect yourself when you are traveling to a country where #ZikaVirus is present #traveltuesday
343,Check out our #tips to prevent #mosquito breeding grounds &amp; protect your family from #Zika! https://t.co/O5Llam0flG https://t.co/2F6urFUIQ5
344,Protect yourself in the best way possible.  #Esco #EscoCares #Airstream #ZikaVirus #Biosafety https://t.co/gPkBbycKPY
345,Protect yourself against the #ZikaVirus by preventing mosquito bites! Stay secure when you travel with LINKS! https://t.co/iLSGak4Bkd
346,Read how @Oxitec Genetically Modified Mosquitos will be forced into your neighborhood. #GM #GMO #HOAX #ZIKA  https://t.co/5bmKrQapp2
347,Stay up to date with the latest information on the Zika virus and make sure that you're protected. https://t.co/wjwLDIAD7X
348,Do you know that Zika virus carrying mosquitoes cannot stay in air conditioned rooms? #zikavirus #IHMS cares
349,See how researchers build a 'better' mosquito in Brazil to fight Zika. VIDEO | https://t.co/gOgp09b3zE https://t.co/NrvRugdmJ6 via @YouTube
350,Love the concept @BBDOWorldwide and #BBDOBangkok!!! #mosquitos #Zika #malaria #causemarketing  https://t.co/o1DYK9tUaZ
351,"Take precaution to avoid being bitten by mosquitoes, the Zika virus has reached the Caribbean. https://t.co/ZCVXlMJsaN"
352,Repels the Zika virus I mean mosquitos!  https://t.co/y9Zextcu7h https://t.co/fLQLmTeVRq
353,Take a look at our new post - Brazil to fight Zika by sterilizing mosquitoes with gamma rays
354,Welcome to Julia Blaise Blog : Zika Virus: Brazil to Sterilize Mosquitoes https://t.co/SZc6GXxBa2
355,"Keep in mind that it's still 'winter' in Florida, &amp; that mosquito season has yet to begin https://t.co/IfooBstFPE"
356,"Read this comment, and sign the petition. The mosquito that carries Zika and Dengue can breed in just... https://t.co/BnpafKSdSE via @Change"
357,check out the PartTimeWifeAz blog about mosquito control! https://t.co/d5DRVenbsJ via @weebly
358,Build the world's best mosquito model replicas for Zika teaching.  https://t.co/56PgHlHC3x https://t.co/vdUfO5hEOn
359,Get the good insect repellent and protect your family and yourself.      #Zika   #CDC. #PuertoRico   @munvboficial https://t.co/frV2lJB7kV
360,Look forward to appearing on @GreatDayHouston this AM to discuss #Zika the #Aedes #mosquito and everything in between / @HCPHES
361,Be sure to follow our twitter feed that's dedicated solely to information about avoiding #Zika @MdAgMosquito
362,Ease your mind! Call today w/ your questions about eliminating Zika carrying mosquitoes. #TrustNoosa #StopZika https://t.co/yZUErTLfhe
363,Do the Republicans think they are Zika-Proof? #MosquitoesDontCare https://t.co/IoTX79HFlG
364,Read Our Latest Blog on #MosquitoControl in Tulsa &amp; the #ZikaVirus. https://t.co/E9QSiUaWbb
365,Woke up this morning with a mosquito bite on my face. If anyone wants to discuss the Zika virus I'm all caught up!
366,Educate yourself to protect yourself #Zika: https://t.co/ja1akdojZT
367,['The advice for avoiding Zika virus: Don't get bitten by mosquitoes in countries where the virus is https://t.co/gZNGkNlBJ5
368,Put a dent in the Zika mosquito population by getting rid of any standing water around your yard.  These pests... https://t.co/gWBoyAJXti
369,Love this example of my favorite innovation tool: Task Unification. Raises awareness about Zika AND kills mosquitos! https://t.co/flzBwGlxHE
